roll_no_1,image_id_1,roll_no_2,image_id_2,similarity_score
Thomas_Enqvist,0001,Ruth_Bader_Ginsburg,0001,0.014681179
Matt_LeBlanc,0001,Felix_Sanchez,0001,0.048489943
Khalid_Qazi,0002,Ana_Paula_Gerard,0003,-0.033194788
Sylvie_Guillem,0003,Carol_Burnett,0002,-0.053878486
Natalie_Williams,0002,King_Gyanendra,0002,-0.019244254
Gene_Robinson,0001,GL_Peiris,0003,0.032313444
Jacques_Rogge,0004,Gary_Leon_Ridgway,0003,0.035056844
Jan_Bjoerklund,0001,Stacey_Dales-Schuman,0002,0.04385509
Lynn_Redgrave,0001,Hitoshi_Tanaka,0001,0.100022964
Troy_Garity,0002,Julio_Rossi,0004,-0.07561582
Maria_Sanchez_Lorenzo,0001,Dick_Bennett,0001,0.058852334
Eric_Staal,0002,James_McGreevey,0004,-0.07012777
Brian_Jordan,0003,Caroline_Dhavernas,0004,0.043691605
Eric_Hinske,0003,Oliver_Phelps,0003,-0.046099953
Darcy_Regier,0003,Dimitar_Berbatov,0003,0.012102101
Lucy_Liu,0001,Rollie_Massimino,0002,0.07260471
Eliane_Karp,0001,Tsutomu_Takebe,0001,0.060709156
Ian_Wilmut,0002,Muhammad_Ali,0002,0.01654834
Geoff_Hoon,0001,Steven_Spielberg,0001,0.21556894
Laura_Bush,0001,Pyar_Jung_Thapa,0001,1.7022714e-05
Sergio_Vieira_De_Mello,0001,Nora_Ephron,0001,0.041884545
John_Negroponte,0002,Katherine_Harris,0001,0.12833202
Francis_Ford_Coppola,0003,Jean-Marc_de_La_Sabliere,0004,-0.027633168
Hugh_Campbell,0002,Brandon_Knight,0001,0.058001816
Bobby_Robson,0003,Stephen_Daldry,0002,-0.033441506
Rudolph_Giuliani,0002,Gary_Bauer,0001,-0.07195984
Glenn_Rivers,0004,Henry_Castellanos,0002,0.045664527
Richard_Greenberg,0004,Malcolm_Glazer,0002,0.002020441
Gideon_Yago,0001,Tim_Lopes,0001,-0.058335625
Gregory_Hines,0001,Peter_Lundgren,0002,-0.008189206
Michael_Moore,0004,Jose_Santos,0001,-0.034318734
Bijan_Darvish,0002,Jim_Furyk,0002,-0.009497829
Jay_Rasulo,0001,Kevin_Spacey,0004,0.02025683
Julio_Iglesias_Jr,0003,Howard_Wilkinson,0001,0.0054985564
Orrin_Hatch,0002,Franco_Frattini,0004,0.16544738
Tono_Suratman,0002,Vincent_Spadea,0002,0.09900736
Seydou_Diarra,0002,Fayssal_Mekdad,0003,0.043748047
Karin_Viard,0004,James_Sensenbrenner,0002,-0.043057285
Janet_Chandler,0003,Josh_Childress,0004,-0.078944296
Shi_Guangsheng,0001,Peter_Caruana,0003,0.010600225
Moshe_Katsav,0001,Brett_Boone,0001,0.07749077
Horst_Koehler,0002,Juan_Valencia_Osorio,0002,0.0066084825
Guillaume_Soro,0001,David_Hasselhoff,0004,-0.06509096
Steve_Largent,0004,Hugh_Campbell,0002,-0.06574339
San_Lan,0002,Stanley_Ho,0004,-0.048203472
Alma_Powell,0002,Lisa_Stone,0002,-0.14061809
Bartosz_Kizierowski,0001,Yuri_Malenchenko,0002,0.00017682463
Kevin_Millwood,0003,James_Barksdale,0001,-0.021541769
Glenn_Plummer,0004,Princess_Anne,0001,-0.043466143
Peter_Bacanovic,0003,Vicente_Fernandez,0002,-0.011742238
Zydrunas_Ilgauskas,0001,Rod_Stewart,0001,-0.029864028
Abel_Pacheco,0004,George_Robertson,0002,0.04975721
Donald_Regan,0001,Chan_Ho_Park,0001,-0.010304848
Emily_Robison,0003,Elena_Bereznaya,0002,-0.10848196
Sonya_Walger,0001,Michael_Stark,0002,-0.09599362
Dale_Earnhardt,0002,Michael_Chiklis,0003,0.023353804
Lorraine_Bracco,0004,Christian_Wulff,0002,-0.02208352
Stuart_Townsend,0001,Brad_Gushue,0001,-0.09189496
Christine_Baumgartner,0001,Babe_Ruth,0004,0.033347998
Marcos_Cafu,0002,John_Burkett,0001,-0.08810297
Stefan_Tafrov,0001,George_Lopez,0003,-0.07548579
Jennifer_Garner,0003,Tommy_Lasorda,0002,0.001861969
Timothy_McVeigh,0001,Diego_Armando_Maradona,0004,0.039811667
Colin_Prescot,0004,Ralph_Nader,0002,0.050490618
Lennox_Lewis,0004,Toby_Keith,0001,0.018993367
Gordana_Grubin,0002,Jim_Ryan,0001,0.034034386
Patty_Duke,0001,Simon_Larose,0001,0.030159961
Nan_Wang,0002,Tommy_Amaker,0004,0.11457066
Jonathan_Mostow,0001,Tatiana_Kennedy_Schlossberg,0002,0.0033810567
Tyrone_Medley,0001,Ashlea_Talbot,0002,0.014331222
Solomon_Passy,0003,Robert_Mueller,0001,-0.021545038
Winston_Churchill,0002,Carlos_Ghosn,0001,0.047658887
William_Perry,0003,Robin_McGraw,0002,0.044900715
Garry_McCoy,0002,Rene_Portland,0002,-0.03952746
Sheila_Fraser,0003,Mark_Redman,0002,0.038618695
Luiz_Felipe_Scolari,0001,Andy_Lau,0002,0.03502991
Ernesto_Zedillo,0002,Micheal_Jourdain_Jr,0002,0.014926767
Lidija_Djukanovic,0001,Connie_Freydell,0002,-0.014524832
Walter_Mondale,0003,Jean-Luc_Bideau,0002,0.06206488
Kate_Starbird,0001,Howard_Dean,0002,0.014329061
Maria_Guida,0003,Herta_Daeubler_Gmelin,0003,-0.09944236
Jafar_Umar_Thalib,0002,Andrew_Weissmann,0002,-0.00027920865
Evan_Marriott,0001,Rich_Brooks,0003,-0.06571293
Jim_Bollman,0002,Gael_Garcia_Bermal,0003,0.08002918
Ernie_Stewart,0002,Taoufik_Mathlouthi,0002,-0.0041720886
Stephen_Frears,0002,Jean-Claude_Trichet,0001,-0.0077352514
Donna_Brazile,0001,Donatella_Versace,0002,-0.043873224
Tommy_Amaker,0003,Natalie_Cole,0002,0.0074766544
Justin_Wilson,0002,Tommy_Maddox,0001,0.10034421
Bill_Parcells,0003,Suh_Chung-won,0002,0.03429971
Kelvin_Sampson,0001,Paige_Fitzgerald,0002,0.07255819
Qian_Qichen,0001,Didier_Defago,0001,0.04597926
Wolfgang_Clement,0002,Rob_Schneider,0001,0.109623685
Bonnie_Fuller,0001,Lon_Kruger,0003,-0.05584293
Brian_Cowen,0004,Frederique_van_der_Wal,0001,0.06091676
Spike_Jonze,0004,Kalpana_Chawla,0002,0.018271856
Filippo_Volandri,0003,Paul-Henri_Mathieu,0003,0.030452322
Jaap_de_Hoop_Scheffer,0002,Jennifer_Granholm,0003,0.03577067
Paul_Crake,0001,Kenenisa_Bekele,0001,0.09518476
Linda_Dano,0003,Jimmy_Smits,0002,0.010085538
Lindsey_Graham,0001,Lynn_Abraham,0001,0.076082505
Thalia,0001,Kathryn_Bigelow,0002,0.09862016
Kai-Uwe_Ricke,0001,Jesse_Harris,0002,-0.05670915
Marsha_Thomason,0003,Gary_Forsee,0001,-0.0051620975
Carlos_Alberto_Parreira,0001,George_Pataki,0001,0.0049046986
Nick_Price,0003,Donald_Pettit,0001,-0.03755464
Trent_Lott,0003,Tom_Hanks,0002,-0.011689516
Heather_Mills,0002,Ashley_Olsen,0001,0.013981121
Tom_Ridge,0003,Viktor_Yushchenko,0001,0.18529247
Chakib_Khelil,0001,Ian_McKellen,0003,-0.07006106
Sam_Rockwell,0001,Lynn_Redgrave,0003,0.021985946
Colleen_Atwood,0001,Rudolf_Schuster,0002,-0.074573055
Chris_Rock,0003,Bob_Iger,0002,-0.07172252
Brian_Campbell,0003,Tabare_Vazquez,0003,0.050073862
Sheila_Copps,0004,Mike_Helton,0002,-0.04191253
Sam_Mendes,0001,Anthony_LaPaglia,0002,-0.063987896
Kate_Starbird,0004,John_Swofford,0002,-0.028491478
Hrithik_Roshan,0003,Austin_Kearns,0001,0.0057541225
Jonathan_Karsh,0001,Lutz_Freitag,0002,0.00032135844
Christine_Arron,0004,Bob_Sulkin,0002,0.058776557
Shawn_Bradley,0003,Gonzalo_Barrientos,0002,0.008143075
Massoud_Barzani,0003,LeBron_James,0003,0.054940466
Tom_Harkin,0001,Princess_Masako,0001,-0.13472925
Claudia_Schiffer,0002,Mike_Miller,0004,-0.09174894
Jose_Carreras,0002,Donald_Regan,0001,0.05090002
Bob_Menendez,0003,Andrew_Niccol,0002,-0.033043653
Terry_Hoeppner,0001,Bob_Graham,0001,-0.021663658
Mike_Scioscia,0002,Dave_Campo,0004,0.08233709
Javier_Bardem,0001,Chris_Cirino,0002,0.06464182
Diana_Krall,0002,Maurice_Cheeks,0001,0.100348294
Barbara_Bach,0001,Trisha_Meili,0003,-0.005036019
Edward_Egan,0001,Lee_Tae-sik,0001,0.019004613
Maria_Luisa_Mendonca,0002,Terry_Semel,0002,-0.03019882
Carlton_Dotson,0002,Fazal-ur-Rehman,0001,-0.006303003
Chuck_Amato,0002,Javier_Saviola,0003,-0.032528996
Felix_Mantilla,0003,Alfredo_Moreno,0002,-0.03137039
Placido_Domingo,0002,Pat_Summerall,0002,0.19470564
King_Gyanendra,0002,John_Bolton,0003,-0.0882663
Mary-Kate_Olsen,0002,Jim_Jeffords,0001,-0.059837688
Quin_Snyder,0002,Zafarullah_Khan_Jamali,0001,0.05644504
Terry_Bradshaw,0002,Viara_Vike-Freiberga,0001,-0.0027942946
Alexis_Dennisoff,0003,Marc_Grossman,0001,-0.017995548
Dan_Ackroyd,0002,Peter_Goldmark,0001,0.042360045
Grace_Kelly,0002,Arnie_Boehm,0001,0.08061461
Scott_Rolen,0002,Ramon_Delgado,0001,-0.006992776
Mitsou_Gelinas,0003,Osama_bin_Laden,0002,-0.063538596
Federico_Fellini,0002,Kenneth_Dam,0001,-0.016532224
Rick_Pitino,0002,Fann_Wong,0002,0.0166413
Calbert_Cheaney,0001,Fann_Wong,0002,-0.004156487
Robert_Mueller,0002,Mike_Matthews,0001,0.13722657
Rohinton_Mistry,0002,Frederique_van_der_Wal,0003,-0.010218911
Alfonso_Portillo,0003,Tom_Vilsack,0002,0.04433123
Imam_Samudra,0002,Alvaro_Silva_Calderon,0001,0.14964566
Tyler_Hamilton,0004,Patti_Smith,0001,0.06000676
Thomas_Ulrich,0001,Brian_De_Palma,0003,0.13759555
Madonna,0004,Jean-Patrick_Nazon,0003,-0.056995317
Carolyn_Dawn_Johnson,0004,Fernando_Hierro,0003,0.118268505
Mickey_Sherman,0002,Boris_Trajkovski,0001,-0.048139267
Rick_Pitino,0004,Carly_Fiorina,0002,0.0342466
Sinead_OConnor,0001,Donald_Regan,0001,0.0008808123
Cherie_Blair,0001,Alberto_Acosta,0001,0.011875173
Rick_Caruso,0001,Shannyn_Sossamon,0001,0.024670152
Robby_Ginepri,0003,Marsha_Sharp,0002,-0.02426057
Dominik_Hrbaty,0001,Byron_Scott,0002,-0.035557073
Martha_Smith,0003,Roger_Daltrey,0001,-0.009168258
Alan_Greenspan,0002,Richard_Dreyfuss,0003,0.056186434
Karin_Viard,0003,Ranil_Wickremasinghe,0003,-0.12215489
Curtis_Joseph,0002,Todd_MacCulloch,0001,0.015363716
Bernard_Siegel,0001,Liu_Ye,0003,0.0030069947
Sasha_Cohen,0001,Cheryl_Ford,0001,-0.026037358
Jan_Petersen,0002,Barbora_Strycova,0001,0.072364494
Elizabeth_Berkeley,0001,Jim_Jeffords,0004,-0.06917491
Jean-Rene_Fourtou,0003,Roman_Polanski,0001,-0.0120236045
Joel_Gallen,0003,Mike_Eskew,0001,-0.020857634
Rachel_Corrie,0001,Qazi_Hussain_Ahmed,0002,0.028249834
Infanta_Cristina,0003,Nigel_Redden,0001,-0.014152142
Rob_Niedermayer,0001,Vladimir_Putin,0002,0.013808915
Alexa_Vega,0001,Marco_Archer_Cardoso_Moreira,0002,-0.038465403
Nadia_Petrova,0001,Sid_Caesar,0003,-0.01540801
Fred_Wilpon,0002,Brandon_Larson,0001,-0.04461558
Luke_Walton,0004,Ryan_Leaf,0001,-0.12511347
Felipe_De_Borbon,0003,Luke_Ridnour,0001,0.04298041
Tonino_Guerra,0002,Elisabeth_Welch,0002,0.016871218
Janet_Thorpe,0002,Hugh_Hefner,0003,-0.047479652
Monica_Lewinsky,0002,Howard_Schultz,0001,0.048354432
Martha_Sahagun_de_Fox,0002,Andrea_Bocelli,0001,0.03417913
Keith_Olbermann,0002,Barbara_Boxer,0004,0.010085869
Juliette_Lewis,0001,Ismail_Khan,0002,0.03866069
Gregory_Peck,0001,Romario_Farias,0003,0.1796608
Gina_Gershon,0002,Michelle_Branch,0001,-0.04166793
Albert_Brooks,0003,Stephen_Silas,0001,0.030115565
Bruce_Arena,0003,Maria_Soledad_Alvear_Valenzuela,0001,-0.031042444
Hayden_Panettiere,0004,Jean-Francois_Pontal,0002,0.042341188
Julia_Ormond,0003,Elena_Likhovtseva,0001,0.12526466
Aron_Ralston,0001,Joan_Claybrook,0003,0.13065834
Mary_McCarty,0003,Roh_Moo-hyun,0002,0.052337103
Roberto_Lavagna,0001,Lucia_Kenny_Anthony,0002,-0.015370843
Hugh_Hefner,0001,Alexandra_Rozovskaya,0002,-0.043204088
Allan_Houston,0002,Rebecca_Romijn_Stamos,0004,0.002205479
Daniel_Montenegro,0002,Judi_Dench,0001,0.07758192
Goldie_Hawn,0001,Robert_Fico,0004,0.06036488
Daniel_Montenegro,0001,Steffeny_Holtz,0002,-0.015420764
William_Hurt,0001,Catherine_Zeta-Jones,0002,-0.009342931
Saeb_Erekat,0002,Gene_Hackman,0003,-0.037422
Mike_Holmgren,0002,Christian_Olsson,0001,0.0016671736
Ann_Landers,0001,Kurt_Warner,0001,-0.03256171
Steve_Coogan,0003,Suzanne_Somers,0002,-0.077309385
Bill_Richardson,0001,Sybille_Schmid,0002,0.013224425
Hugo_Colace,0002,Robert_Ehrlich,0004,0.07504985
Robbie_Coltrane,0003,Cristina_Saralegui,0002,-0.019072803
Ozzie_Smith,0002,Mohammed_Baqir_al-Hakim,0003,-0.063491255
Zoran_Djindjic,0003,Doug_Collins,0002,0.0049594543
Chris_Byrd,0002,Venus_Williams,0002,0.05324434
Owen_Nolan,0002,Piers_Sellers,0003,-0.013729852
Earl_Scruggs,0004,Larry_Eustachy,0001,0.015645728
John_Cornyn,0002,Vicki_Zhao_Wei,0003,-0.109320916
Allison_Janney,0001,Simon_Cowell,0001,-0.086584136
Alexandra_Stevenson,0002,Beyonce_Knowles,0001,-0.06191836
Dennis_Miller,0001,Gavyn_Davies,0001,-0.024175722
Joan_Laporta,0004,Michelle_Pfeiffer,0001,0.013998995
Jerry_Lewis,0001,Vicente_Fox,0003,0.11384091
Alessandro_Nesta,0002,Bart_Freundlich,0004,-0.06302249
Joe_Lieberman,0003,Mikulas_Dzurinda,0003,0.016080495
Bryan_Murray,0001,Yolanda_King,0001,0.02014739
Lenny_Wilkens,0004,Bixente_LIzarazu,0004,0.026362326
Peter_Hillary,0002,Bill_Carmody,0002,-0.059404835
Sally_Ride,0003,Billy_Sollie,0002,0.058212236
Qian_Qichen,0002,Gary_Sayler,0001,-0.003067567
Phoenix_Chang,0001,Eric_Bana,0001,0.06129486
John_Velazquez,0003,Glafcos_Clerides,0002,0.049138255
Sinead_OConnor,0003,Saburo_Kawabuchi,0002,0.12108929
Luis_Gonzalez,0002,Terri_Clark,0003,-0.03603329
Brian_Williams,0002,Yashwant_Sinha,0003,-0.049106486
Ricky_Barnes,0002,Urmila_Matondkar,0002,-0.0022109095
Kristin_Chenoweth,0003,Helio_Rubens_Garcia,0003,-0.0031080628
Debbie_Allen,0003,Norman_Mineta,0001,0.0041266344
Troy_Garity,0001,Antonio_Trillanes,0001,-0.026475597
Mehdi_Baala,0001,Laura_Pausini,0004,0.0737351
Christian_Gimenez,0001,Danielle_Spencer,0004,0.036754888
Patricia_Wartusch,0001,Hamid_Reza_Asefi,0002,-0.023050183
Colin_Cowie,0002,James_Cameron,0003,-0.009459927
Leah_Remini,0003,Tara_Reid,0004,0.15596984
Robin_Wright_Penn,0002,Haydar_Aliyev,0002,0.03382475
Sean_OKeefe,0003,Jacqueline_Obradors,0002,-0.00782208
Robert_Hanssen,0001,Ilie_Nastase,0001,-0.05490823
Gustavo_Cisneros,0002,Sandra_Day_OConner,0001,-0.0913528
Katherine_Harris,0002,Geoff_Dixon,0002,-0.01643363
Lou_Piniella,0001,Vincent_Cianci_Jr,0001,0.03963413
Enrik_Vendt,0002,Gael_Garcia_Bermal,0001,0.024661012
Jim_Thome,0002,Kemal_Dervis,0001,-0.020336596
David_Blaine,0002,Theo_Angelopoulos,0004,0.08867879
Ben_Howland,0001,Paola_Espinoza,0002,-0.047446292
Dionne_Warwick,0001,Aidan_Quinn,0003,-0.020993251
Ivan_Stambolic,0004,Adam_Freier,0001,0.051668763
Mario_Lemieux,0002,Kate_Moss,0003,-0.03883494
Gus_Frerotte,0001,Phoenix_Chang,0001,-0.07315346
Hong_Myung,0004,Adrian_Fernandez,0003,0.04335594
Ruben_Wolkowyski,0002,Sharon_Robinson,0001,0.001380723
Stellan_Skarsgard,0001,Alan_Tang_Kwong-wing,0004,-0.011495115
Tim_Howard,0001,Sepp_Blatter,0003,0.0069698617
Kit_Bond,0004,Alicia_Silverstone,0002,0.029030144
JK_Rowling,0001,Sada_Jacobson,0001,0.022389498
Abbas_Kiarostami,0001,Wang_Yingfan,0001,-0.14485976
Saparmurat_Niyazov,0002,Ralph_Klein,0001,0.05259354
Monica_Bellucci,0002,Hamad_Bin_Isa_al-Khalifa,0002,-0.045197636
Jamie_King,0004,Nicoletta_Braschi,0001,-0.07604756
Richard_Virenque,0003,Mike_Helton,0002,0.0401026
Mirela_Manjani,0002,Ruth_Bader_Ginsburg,0004,-0.02817132
Harvey_Fierstein,0004,Albert_Pujols,0002,-0.04969138
Tim_Curry,0004,Rick_Carlisle,0002,0.012889875
Dorothy_Loudon,0004,Bobby_Robson,0001,-0.017619882
Dave_Matthews,0004,Mike_Tyson,0002,-0.06863482
Tom_Koenigs,0001,Alexis_Bledel,0001,0.011207119
Wim_Duisenberg,0001,Rita_Moreno,0001,-0.030460835
Oscar_De_La_Hoya,0001,Dominic_Monaghan,0002,-0.052481107
Kweisi_Mfume,0001,Marcus_Gronholm,0001,0.004039455
Salman_Khan,0002,Erika_Christensen,0002,0.057792865
Frank_Abagnale_Jr,0003,Marie-Josee_Croze,0004,-0.00086299237
Katharine_Hepburn,0002,Askar_Akayev,0003,0.04514101
Donald_Carty,0001,Alberto_Sordi,0004,0.1351227
Vince_Carter,0002,Dennis_Erickson,0001,-0.09965028
Rodrigo_Borja,0004,Gilberto_Rodriguez_Orejuela,0001,0.0007068454
Chris_Pronger,0001,Maria_Soledad_Alvear_Valenzuela,0001,0.0088197915
Michelle_Chiklis,0001,Chakib_Khelil,0001,-0.040187147
Steve_Mariucci,0003,Sandra_Ceccarelli,0004,-0.007968593
Glen_Sather,0002,Svend_Aage_Jensby,0002,-0.06295438
Alicia_Hollowell,0001,David_Bowie,0002,-0.030696744
Stephane_Rousseau,0002,Ellen_MacArthur,0003,-0.019244222
Portia_de_Rossi,0003,Evelyn_Lauder,0004,0.117569156
Roy_Rogers,0004,Julie_Goodenough,0002,-0.0029521314
Mickey_Rooney,0002,Franco_Dragone,0002,0.034076504
Dimitar_Berbatov,0004,Thomas_Haeggstroem,0002,0.09249294
Lino_Oviedo,0003,Sheldon_Silver,0001,-0.0592059
Gene_Autry,0002,Mark_Polansky,0003,0.028917804
Martin_Short,0002,Thad_Matta,0002,-0.020042418
Ricardo_Lopez_Murphy,0002,Eric_Clapton,0001,0.012233503
Mahmoud_Diyab_al-Ahmed,0001,George_HW_Bush,0002,-0.0106181465
Compay_Segundo,0001,Conan_OBrien,0002,-0.023197781
